SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGY,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
66783,7,2,2,0,0,3,3,2,,1,,,1,1,,,,,,1,1,2,1,2,2,,,,,10692.48835,11331.75103,1,101,4,4,0.78,4,4,1,2,0,2,32,1,3,3,
66784,7,2,1,9,,4,4,1,9,109,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,9261.557132,9701.953496,2,100,7,7,1.34,5,5,0,2,0,2,53,1,4,4,
66785,7,2,2,60,,5,6,1,,,2,,2,1,5,,1,1,,1,2,1,1,2,1,1,2,2,,18002.75905,18633.94678,2,102,15,15,3.82,5,5,0,1,2,1,60,2,2,1,1
66786,7,2,1,13,,5,6,2,13,163,,,2,1,3,9,,,,1,1,2,1,2,2,1,2,2,1,7046.884472,7540.251296,2,100,4,4,0.44,7,7,1,2,2,1,71,2,1,1,1
66787,7,2,2,8,,2,2,1,8,99,,,1,1,,2,,,,2,1,2,1,2,2,1,2,2,1,12307.83278,12608.99608,2,93,5,5,0.89,4,4,0,2,0,1,42,,,6,
66788,7,2,1,31,,2,2,1,,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,39040.67846,39049.13101,2,98,99,99,,4,4,1,0,1,2,68,1,9,2,
66789,7,2,2,38,,3,3,2,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,30505.56355,32886.60091,1,97,6,6,1.03,6,6,2,2,0,2,38,1,5,1,4
66790,7,2,1,4,,4,4,1,4,59,,,1,1,,,,,,1,1,2,1,2,2,,,,,10040.0331,11070.77825,1,100,3,3,0.73,3,3,2,0,0,2,39,1,3,5,
66791,7,2,2,21,,4,4,1,,,2,,1,1,,,4,6,2,1,2,2,1,2,2,1,2,2,1,23845.8146,22808.13483,1,98,12,77,,4,1,0,0,0,1,21,1,4,6,
66792,7,2,2,4,,2,2,2,4,54,,,1,1,,,,,,1,1,2,1,2,2,,,,,11429.37307,12618.33458,2,90,6,6,1.35,3,3,1,0,0,1,31,1,3,1,4
66793,7,2,1,50,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,16851.3345,17382.88248,2,101,7,7,2.64,2,2,0,0,1,2,70,1,3,4,
66794,7,2,1,10,,5,6,2,10,131,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,6850.601671,7388.972861,3,91,14,14,4.03,4,4,0,2,0,1,51,2,4,1,5
66795,7,2,1,23,,3,3,1,,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,34810.00752,37700.12308,1,94,3,3,0.37,5,5,0,3,0,2,29,1,4,4,
66796,7,2,1,70,,3,3,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,79632.40863,82653.57917,1,95,9,9,4.08,2,2,0,0,2,2,65,1,5,1,3
66797,7,2,2,30,,4,4,2,,,2,,2,1,4,,4,1,1,1,2,2,1,2,2,1,2,2,1,27303.80358,27793.15685,1,96,7,7,1.52,4,4,0,2,0,2,30,2,4,1,5
66798,7,2,2,56,,2,2,1,,,2,,2,2,6,,4,1,,1,2,2,1,2,2,2,2,2,2,34082.50503,35315.23469,2,92,2,2,0.4,3,3,0,0,0,1,50,2,4,1,4
66799,7,2,1,6,,4,4,2,6,76,,,1,1,,0,,,,1,1,2,1,2,2,,,,,10665.04831,10792.90558,1,96,8,8,2.78,3,3,0,2,0,2,34,1,4,3,
66800,7,2,1,11,,1,1,1,11,135,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,13927.45837,13742.67801,2,98,4,4,0.75,4,4,0,2,0,2,33,1,2,5,
66801,7,2,1,7,,3,3,2,7,91,,,1,1,,1,,,,1,1,2,1,2,2,,,,,57057.52361,61384.11579,1,101,14,14,4.21,4,4,1,1,0,2,37,1,5,1,5
66802,7,2,2,43,,3,3,2,,,2,,1,1,,,4,6,2,1,2,2,1,2,2,,,,,26763.1102,28578.2874,2,94,5,5,1.3,3,3,0,1,0,1,43,1,3,6,
66803,7,2,2,22,,3,3,2,,,2,,1,1,,,4,6,1,1,2,2,1,2,2,,,,,43813.24867,44924.42785,1,98,4,4,0.66,4,4,2,0,0,2,22,1,4,6,
66804,7,2,1,74,,4,4,2,,,2,,1,1,,,1,2,,1,2,2,1,2,2,1,2,2,,12824.36804,13581.00423,2,101,3,3,1.13,1,1,0,0,1,1,74,1,1,2,
66805,7,2,2,2,,4,4,1,3,36,,,1,1,,,,,,1,1,2,1,2,2,,,,,7382.686927,8048.181894,2,100,14,4,0.43,7,7,1,3,1,2,62,1,3,5,
66806,7,1,2,29,,5,6,,,,2,,1,1,,,5,1,3,1,2,2,1,2,2,,,,,14698.80692,0,2,99,15,15,5,2,2,0,0,0,1,30,,,1,5
66807,7,2,1,29,,5,6,1,,,2,,1,1,,,5,5,,1,2,2,1,2,1,1,2,2,1,9177.295801,9603.338468,2,92,3,3,0.45,4,4,0,0,1,1,64,2,1,1,1
66808,7,2,1,63,,4,4,2,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,,5950.162866,6182.885443,2,95,5,5,1.05,3,3,0,1,1,1,63,1,2,1,3
66809,7,1,1,68,,2,2,,,,2,,2,1,6,,3,2,,2,2,2,1,2,2,,,,,9693.846555,0,2,93,5,5,1.04,4,4,0,1,1,1,68,2,3,2,
66810,7,2,1,14,,4,4,1,15,180,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,16147.71332,16532.56903,1,92,,1,0.18,4,3,0,2,0,2,56,1,4,4,
66811,7,2,1,29,,5,6,1,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,9177.295801,9548.31812,2,92,77,77,,4,4,0,0,1,1,20,1,2,5,
66812,7,2,1,15,,4,4,1,15,186,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,10569.80828,10821.72327,2,92,10,10,4.76,2,2,0,1,0,2,40,1,5,4,
66813,7,2,1,9,,4,4,2,9,111,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,8655.162127,9330.305761,2,95,10,10,3.67,3,3,0,1,0,1,43,1,4,1,4
66814,7,1,1,34,,4,4,,,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,23284.53651,0,1,97,7,7,1.74,4,4,2,0,0,1,34,1,5,1,5
66815,7,1,1,4,,3,3,,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,58116.40263,0,1,97,15,15,5,5,5,2,0,1,1,43,1,5,1,5
66816,7,2,1,0,8,1,1,1,,10,,,1,1,,,,,,1,1,2,2,2,2,,,,,4461.618312,4741.503802,2,103,8,8,1.29,7,7,3,1,0,2,53,2,2,4,
66817,7,2,2,72,,3,3,1,,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,22820.08246,26177.95898,1,94,2,2,0.83,1,1,0,0,1,2,72,1,3,2,
66818,7,2,2,8,,3,3,2,8,105,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,39976.77821,40067.73727,2,100,15,15,5,3,3,0,1,0,1,38,1,4,1,4
66819,7,2,1,20,,3,3,2,,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,102928.8937,104528.5377,1,101,6,6,0.97,7,7,2,1,0,1,43,1,2,1,
66820,7,1,2,11,,4,4,,,,,,1,1,,4,,,,1,1,2,1,2,2,,,,,7710.907339,0,2,99,6,6,0.94,7,7,0,4,0,2,32,1,3,1,3
66821,7,2,2,30,,2,2,1,,,2,,2,2,5,,3,1,2,2,2,2,1,2,2,2,2,2,2,41791.57979,45058.09252,2,102,6,6,1.12,4,4,1,1,0,1,38,2,2,1,3
66822,7,2,1,19,,5,6,1,19,230,2,,2,1,3,14,,,,1,2,2,1,2,2,1,2,2,1,8431.995003,8807.000735,1,95,3,3,0.71,3,3,0,0,0,1,57,2,2,1,4
66823,7,2,2,5,,5,6,2,5,71,,,1,1,,,,,,1,1,2,1,2,2,,,,,8173.816615,8894.95474,1,97,15,15,5,4,4,1,1,0,1,44,2,5,1,5
66824,7,2,2,14,,2,2,1,14,175,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,18728.87849,20545.93499,2,93,10,10,3.4,3,3,0,1,0,1,51,1,3,1,4
66825,7,2,1,8,,2,2,2,8,107,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,11546.16706,12698.02958,1,90,7,7,1.56,4,4,1,1,0,2,37,1,2,77,
66826,7,2,2,61,,4,4,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,11355.3308,11862.33417,1,96,9,9,3.97,2,2,0,0,2,1,72,1,4,1,5
66827,7,2,1,11,,5,6,2,11,140,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,,9175.735601,9896.833095,3,91,15,15,5,4,4,0,2,0,1,44,2,5,1,5
66828,7,2,1,25,,3,3,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,116839.2124,120894.2006,2,97,9,9,4.08,2,2,0,0,0,2,24,1,4,1,3
66829,7,2,1,8,,5,6,2,8,103,,,1,1,,2,,,,1,1,2,1,2,2,,,,,6262.834446,6786.531245,3,90,15,15,5,4,4,0,2,0,2,41,2,5,1,5
66830,7,2,2,12,,5,6,1,12,154,,,2,1,4,6,,,,1,1,1,1,2,1,1,2,2,1,5668.184078,6218.795289,2,92,99,2,0.31,7,4,3,3,1,1,61,2,1,1,3
66831,7,2,1,0,0,1,1,1,,0,,,1,1,,,,,,1,1,2,2,2,2,,,,,7222.23638,7675.3005,1,94,5,5,0.57,7,7,2,1,0,1,58,2,1,1,1
66832,7,2,1,75,,4,4,2,,,2,,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,,7608.031426,7606.53553,1,99,5,5,1.84,1,1,0,0,1,1,75,1,5,2,
66833,7,2,2,39,,2,2,2,,,2,,2,1,6,,3,1,2,2,2,2,1,2,2,1,2,2,2,41067.13329,41493.78859,2,91,3,3,0.73,3,3,0,0,0,2,22,2,2,5,
66834,7,2,1,31,,4,4,2,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,14366.88742,15220.6885,3,90,15,15,5,5,5,0,1,1,2,61,1,5,2,
66835,7,2,2,56,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,,15800.21631,15663.05029,2,99,2,2,0.19,6,6,0,1,0,1,59,1,2,5,
66836,7,2,1,22,,3,3,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,35522.9584,37225.55312,1,102,13,1,0,2,1,0,0,0,1,22,1,4,5,
66837,7,2,1,24,,4,4,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,16489.23875,16479.11624,1,96,6,6,1.21,4,4,2,0,0,1,24,1,4,1,3
66838,7,2,2,65,,3,3,2,,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,1,152978.1381,155477.5497,1,101,7,7,3.13,1,1,0,0,1,2,65,1,4,2,
66839,7,2,2,25,,5,6,2,,,2,,2,2,1,,5,5,2,1,2,2,1,2,2,1,2,2,1,11696.17359,12195.62079,1,93,15,1,0.41,6,1,0,0,0,1,34,2,5,5,
66840,7,2,2,10,,3,3,1,10,123,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,61059.57829,60876.13831,1,98,15,15,4.34,4,4,0,2,0,2,52,1,3,1,5
66841,7,2,1,3,,5,7,1,3,46,,,1,1,,,,,,1,1,2,1,2,2,,,,,26980.60513,29855.35331,1,94,2,2,0.3,5,5,1,2,0,1,23,1,1,6,
66842,7,1,2,0,9,4,4,,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,3861.876549,0,1,96,15,15,4.81,5,5,1,2,0,1,33,1,5,1,3
66843,7,2,1,5,,5,7,1,5,63,,,1,1,,,,,,1,1,2,1,2,2,,,,,10859.96936,11974.89205,1,98,7,7,1.52,4,4,2,0,0,1,30,1,3,1,4
66844,7,2,1,18,,4,4,1,18,221,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,16147.71332,16270.48763,1,92,77,77,,5,5,1,2,0,2,41,1,3,5,
66845,7,2,1,1,15,3,3,1,,16,,,1,1,,,,,,1,1,2,1,2,2,,,,,47507.7575,53600.0406,1,101,14,14,3.15,5,5,2,1,0,1,35,1,4,1,5
66846,7,2,1,2,,4,4,1,3,36,,,1,1,,,,,,1,1,2,1,2,2,,,,,6376.965739,7031.647494,2,100,8,8,2.7,3,3,1,0,0,2,41,1,4,1,3
66847,7,2,1,31,,5,6,1,,,2,,2,1,5,,3,1,,1,2,2,1,2,2,1,2,2,1,16505.26873,17550.81554,3,91,14,14,4.32,3,3,1,0,0,1,31,2,3,1,4
66848,7,2,2,52,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,141821.6015,151144.4306,1,90,15,15,5,4,4,0,2,1,2,52,1,5,1,
66849,7,2,1,0,11,5,7,2,,12,,,1,1,,,,,,1,1,2,1,2,2,,,,,7317.981812,7846.84086,1,97,15,15,3.7,5,5,1,1,0,2,21,1,4,5,
66850,7,2,2,71,,1,1,1,,,2,,1,1,,,2,1,,1,2,2,1,2,2,,,,,19603.44807,21893.6802,2,98,5,5,0.59,7,7,2,1,2,2,71,1,2,1,1
66851,7,2,2,46,,3,3,2,,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,1,143866.3251,144700.96,1,97,15,15,5,1,1,0,0,0,2,46,1,4,2,
66852,7,2,1,4,,4,4,2,4,53,,,1,1,,,,,,1,1,2,1,2,2,,,,,8569.438441,9098.434789,2,99,7,7,1.19,6,6,1,3,0,2,38,1,3,5,
66853,7,2,1,2,,2,2,1,2,34,,,1,1,,,,,,1,1,2,1,2,2,,,,,11030.98388,11818.90311,2,93,7,7,1.56,4,4,1,1,0,1,35,2,4,1,4
66854,7,2,2,34,,4,4,1,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,,,,,26021.86835,25835.92617,2,96,3,3,0.47,6,6,0,4,0,1,36,1,4,1,4
66855,7,2,1,20,,4,4,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,17606.56068,17743.68895,2,95,6,6,1.7,2,2,0,0,0,2,54,1,4,2,
66856,7,2,2,2,,1,1,1,3,36,,,1,1,,,,,,2,1,2,1,2,2,,,,,12871.48412,13281.03039,2,102,5,5,0.89,4,4,1,1,0,2,28,2,2,1,2
66857,7,2,2,15,,5,6,2,15,181,,,1,1,,10,,,,1,1,2,1,2,2,1,2,2,1,6486.356303,6952.179218,1,91,7,7,1.57,4,4,0,3,0,2,38,2,2,3,
66858,7,2,2,6,,4,4,1,6,83,,,1,1,,0,,,,1,1,2,1,2,2,,,,,8362.256577,8929.488766,2,100,7,7,2.37,3,3,0,1,1,2,45,1,5,1,
66859,7,2,1,2,,4,4,2,2,31,,,1,1,,,,,,1,1,2,1,2,2,,,,,6441.733603,6839.385512,1,91,6,6,0.99,5,5,3,0,0,2,33,2,3,1,4
66860,7,2,1,21,,1,1,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,,,,,51965.13594,60918.8739,2,101,2,1,0.37,2,1,0,0,0,1,21,1,4,5,
66861,7,2,1,21,,4,4,2,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,17583.69373,17478.87325,2,95,6,6,1.36,3,3,0,1,1,2,62,1,4,5,
66862,7,2,1,10,,4,4,2,10,128,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,9699.683862,9681.447258,2,101,2,2,0.27,6,6,0,3,0,2,45,1,2,5,
66863,7,2,1,77,,3,3,1,,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,70642.06682,74773.07025,2,96,12,12,,2,2,0,0,2,1,77,1,5,1,4
66864,7,2,1,16,,4,4,1,16,196,,,1,1,,9,,,,1,2,2,1,2,2,1,2,2,1,11666.00987,12200.76569,2,100,14,4,0.43,7,7,1,3,1,2,62,1,3,5,
66865,7,2,2,15,,1,1,1,15,184,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,22424.98843,22856.09682,1,94,5,5,0.87,4,4,0,2,0,2,41,2,4,1,1
66866,7,2,1,5,,4,4,1,5,61,,,1,1,,,,,,1,1,2,1,2,2,,,,,8385.172131,8641.288503,2,93,5,5,1.04,4,4,1,1,0,1,29,1,3,6,
66867,7,1,1,18,,1,1,,,,2,,1,1,,10,,,,1,2,2,1,2,2,,,,,22721.24326,0,2,102,7,7,1.04,7,7,1,2,0,2,37,2,1,1,2
66868,7,2,1,8,,5,6,2,8,100,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,9928.619925,10708.88467,1,91,15,15,5,4,4,1,1,0,1,43,2,5,1,5
66869,7,2,2,54,,4,4,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,24719.68093,24496.88481,1,97,15,15,5,2,2,0,0,0,1,59,1,5,1,5
66870,7,2,2,12,,1,1,1,12,153,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,22424.98843,24600.63771,1,94,15,15,4.37,7,7,0,4,1,1,58,1,4,1,5
66871,7,2,1,26,,3,3,1,,,2,,1,1,,,4,6,,1,2,2,1,2,2,,,,,32375.32192,32878.475,1,95,7,6,2.6,5,1,1,2,0,1,26,1,4,6,
66872,7,2,1,37,,5,6,1,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,22424.10225,23525.94601,1,92,14,14,3.47,4,4,0,2,0,1,37,1,5,1,5
66873,7,2,2,54,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,163102.568,168673.8349,1,99,12,12,,2,2,0,0,0,1,55,1,5,1,4
66874,7,2,2,31,,3,3,1,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,53955.60608,55085.61919,2,100,15,15,5,4,4,1,1,0,1,29,1,4,1,4
66875,7,2,2,69,,5,6,2,,,2,,2,2,4,,4,1,,1,2,1,1,2,1,1,2,1,3,10760.49525,11342.54557,3,90,4,4,1.22,2,2,0,0,2,2,69,2,4,1,1
66876,7,2,2,62,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,134694.4146,139412.0761,2,91,15,15,5,3,3,0,0,2,2,62,1,4,1,4
66877,7,2,2,80,,3,3,1,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,56180.55064,64695.24149,2,98,5,5,1.63,2,2,0,0,2,1,80,1,3,1,3
66878,7,2,2,15,,1,1,1,15,180,,,2,2,4,8,,,,1,1,2,1,2,2,1,2,2,1,21062.31467,21780.98588,3,91,3,3,0.39,6,6,1,1,0,1,39,2,1,6,
66879,7,2,2,42,,3,3,1,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,139800.4096,144765.1265,1,100,15,15,4.56,4,4,0,2,0,2,42,1,4,1,3
66880,7,2,1,24,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,18452.54686,18969.49853,1,93,12,12,,3,3,0,1,0,2,48,1,3,5,
66881,7,2,2,40,,5,6,2,,,2,,2,1,7,,5,1,2,1,2,2,1,2,2,,,,,20303.63999,20411.00447,1,97,15,15,2.33,7,7,2,4,0,2,40,2,5,1,4
66882,7,2,2,22,,1,1,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,50922.9517,51648.72849,1,92,15,15,5,3,3,0,0,1,1,57,1,3,1,4
66883,7,2,1,35,,3,3,2,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,109181.5663,117126.934,2,91,7,7,2.31,2,2,0,0,0,2,58,1,5,3,
66884,7,2,2,35,,3,3,2,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,20691.08515,20754.70338,2,91,4,4,1.22,2,2,0,0,0,1,53,1,4,1,4
66885,7,2,1,76,,4,4,2,,,1,1,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,,6856.239408,7260.756717,2,95,5,5,0.87,4,4,0,0,2,2,77,1,2,1,1
66886,7,2,1,5,,2,2,2,5,71,,,1,1,,,,,,1,1,2,1,2,2,,,,,14318.29073,14771.52777,3,91,6,6,0.83,6,6,1,3,0,1,37,1,4,1,4
66887,7,1,2,6,,4,4,,,,,,1,1,,0,,,,1,1,2,1,2,2,,,,,9122.654131,0,1,96,9,9,2.18,5,5,1,1,0,1,26,1,4,1,4
66888,7,2,2,1,18,4,4,1,,19,,,1,1,,,,,,1,1,2,1,2,2,,,,,7281.670423,7938.059494,2,96,4,4,0.4,7,7,3,2,0,2,25,1,2,5,
66889,7,2,1,59,,3,3,2,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,19541.66768,22573.12843,2,95,1,1,0.36,1,1,0,0,0,1,59,1,5,5,
66890,7,2,1,14,,1,1,2,14,178,,,2,2,4,8,,,,2,1,2,2,2,2,1,2,2,1,22044.43733,22214.43426,1,97,8,8,1.45,6,6,2,2,0,2,36,2,2,1,1
66891,7,2,2,15,,3,3,2,15,191,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,132630.2095,136474.3129,1,97,15,15,5,4,4,0,2,0,1,49,1,5,1,5
66892,7,2,2,1,16,3,3,1,,16,,,1,1,,,,,,1,1,2,1,2,2,,,,,46281.46883,49830.1764,1,92,9,4,1,7,3,2,1,0,1,45,1,4,2,
66893,7,2,1,60,,3,3,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,168185.4489,169079.1167,1,95,9,9,4.01,2,2,0,0,1,1,60,1,3,1,3
66894,7,1,2,1,12,5,6,,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,4938.043177,0,1,91,9,9,2.97,3,3,1,0,0,1,31,2,5,1,5
66895,7,2,1,10,,2,2,2,10,121,,,2,2,3,3,,,,1,1,2,1,2,2,1,2,2,1,10490.05506,10676.81313,3,90,4,4,0.63,5,5,0,3,0,1,45,2,4,1,4
66896,7,2,1,64,,4,4,1,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,8886.717016,9234.294003,2,101,3,3,0.78,3,3,0,0,1,1,64,1,2,1,3
66897,7,2,2,28,,4,4,1,,,2,,1,1,,,4,1,1,1,2,2,1,2,2,1,2,2,1,18097.80103,17642.06543,2,100,9,9,3.24,3,3,1,0,0,1,32,1,3,1,4
66898,7,2,2,45,,4,4,2,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,24056.37486,23398.00906,2,99,6,6,2.6,1,1,0,0,0,2,45,1,5,5,
66899,7,2,2,11,,1,1,1,11,141,,,1,1,,5,,,,2,1,1,1,2,1,1,2,2,1,22662.99276,24846.80438,2,98,13,13,,5,5,0,2,0,1,48,2,1,1,2
66900,7,2,2,10,,4,4,1,10,121,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,12120.41806,13050.52665,2,101,1,1,0.15,3,3,0,2,0,2,58,1,3,5,
66901,7,2,2,68,,4,4,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,11449.43553,12331.98014,2,99,6,6,1.98,2,2,0,0,2,1,77,1,3,1,3
66902,7,2,2,32,,4,4,2,,,2,,1,1,,,4,5,1,1,2,2,1,2,2,1,2,2,1,25691.56462,26900.81213,1,90,3,3,0.63,3,3,1,1,0,2,32,1,4,5,
66903,7,2,2,39,,3,3,2,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,74517.75139,74746.86878,2,94,7,7,1.17,6,6,0,3,0,1,40,1,3,1,5
66904,7,2,1,27,,4,4,2,,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,11507.81075,11238.9991,2,99,,77,,7,7,1,0,1,2,51,1,2,1,3
66905,7,2,2,25,,5,6,1,,,2,,2,2,2,,5,5,2,1,2,2,1,2,2,1,2,2,1,18801.99324,20649.84658,2,96,8,5,2.2,2,1,0,0,0,2,25,2,5,5,
66906,7,2,2,11,,4,4,2,11,135,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,10888.49363,11627.08662,1,101,1,1,0.21,3,3,0,2,0,2,32,1,4,5,
66907,7,2,2,37,,5,6,2,,,2,,2,1,6,,2,1,2,1,2,2,1,2,2,,,,,11105.55819,11128.23481,3,91,14,14,2.5,6,6,1,1,1,2,37,2,2,1,5
66908,7,2,1,52,,4,4,1,,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,17824.80572,17767.9529,2,92,2,2,0.57,2,2,0,0,0,2,56,1,3,2,
66909,7,2,2,27,,3,3,2,,,2,,1,1,,,3,3,2,1,2,2,1,2,2,1,2,2,1,52280.40655,52747.82902,1,95,3,1,0.28,2,1,0,0,0,1,27,1,3,5,
66910,7,1,2,8,,1,1,,,,,,1,1,,0,,,,1,1,2,1,2,2,,,,,14465.99711,0,2,96,3,3,0.24,7,7,2,3,1,2,40,1,3,3,
66911,7,2,1,40,,3,3,1,,,2,,1,1,,,1,3,,1,2,2,1,2,2,1,2,2,1,22697.84624,22639.54015,2,100,4,4,1.47,2,1,0,0,0,2,38,1,3,2,
66912,7,2,2,14,,5,7,2,14,172,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,6386.337576,6452.948976,1,93,15,15,4.59,4,4,0,2,0,2,45,1,5,1,5
66913,7,2,1,9,,2,2,2,9,119,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,8516.07921,8708.134582,3,90,14,14,3.69,4,4,0,2,0,2,49,1,4,1,4
66914,7,2,2,51,,5,6,1,,,2,,2,1,6,,3,1,,1,2,1,1,2,1,,,,,12162.01772,12226.32977,2,92,12,9,5,7,1,0,0,2,1,53,2,3,1,3
66915,7,2,1,51,,3,3,2,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,32461.79955,32422.217,1,101,4,4,0.99,2,2,0,0,0,2,51,1,5,1,2
66916,7,2,1,1,23,4,4,1,,24,,,1,1,,,,,,1,1,2,1,2,2,,,,,6376.965739,6859.539552,1,96,5,5,0.53,7,7,2,2,0,2,38,1,9,6,
66917,7,2,1,7,,1,1,1,7,89,,,1,1,,0,,,,1,1,2,1,2,2,,,,,16747.54924,17012.57016,2,96,7,7,1.34,5,5,0,2,0,1,24,2,2,5,
66918,7,2,1,72,,3,3,1,,,1,1,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,,32916.64898,34960.56769,2,103,15,15,3.44,7,7,0,1,2,2,79,1,3,2,
66919,7,2,2,13,,1,1,1,13,158,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,27070.67938,27847.54398,1,92,14,14,3.15,5,5,1,2,0,1,34,1,4,1,4
66920,7,2,1,77,,4,4,1,,,2,,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,,17113.44734,18123.1387,2,101,6,6,2.04,2,2,0,0,2,1,77,1,1,1,2
66921,7,2,2,34,,4,4,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,38679.12951,52110.64374,1,98,3,3,0.86,2,2,0,1,0,2,34,1,4,5,
